Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00014;38.077;0;-1.964;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19.077;0;-1.863;-1;-1;-1;-1;-1;-1;11.577;0;-0.161;11.077;0;-0.092;8.577;0;-0.394;10.077;0;-0.241;9.577;0;-0.442;8.577;0;-0.394;3.165;0;-2.324;-1;-1;-1;-1;-1;-1;0;0;-2.338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00015;40.5;0;-3.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.78;0;-1.729;-1;-1;-1;-1;-1;-1;13.5;0;-0.204;12.5;0;-0.189;10;0;-0.401;10;0;-0.401;-1;-1;-1;-1;-1;-1;9.69;0;-1.233;-1;-1;-1;-1;-1;-1;0;0;-2.549;40.5;0;-3.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23.5;0;-1.725;-1;-1;-1;-1;-1;-1;13.5;0;-0.204;13;0;-0.209;10.5;0;-0.337;11;0;-0.153;-1;-1;-1;-1;-1;-1;2.595;0;-2.819;-1;-1;-1;-1;-1;-1;0;0;-2.549
158_042_00016;38.25;0;-1.301;30.974;0;-2.413;29.969;0;-3.4;28.969;0;-3.4;28.076;0;-2.507;27.379;0;-1.931;26.25;0;-1.31;21.129;0;-1.182;17.75;0;-0.216;17.25;0;-0.101;14.75;0;-0.36;14.25;0;-0.376;13.75;0;-0.541;13.25;0;-0.566;9;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3;38.25;0;-1.301;31.884;0;-1.415;29.969;0;-3.4;28.969;0;-3.4;26.75;0;-1.434;24.75;0;-1.343;-1;-1;-1;-1;-1;-1;17.75;0;-0.216;17.25;0;-0.101;14.75;0;-0.36;15.25;0;-0.207;-1;-1;-1;-1;-1;-1;9;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
158_042_00017;30.55;0;-1.352;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-1.524;-1;-1;-1;-1;-1;-1;12;0;-0.196;11.5;0;-0.14;9;0;-0.235;8;0;-0.173;-1;-1;-1;-1;-1;-1;5.163;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00018;32.5;0;-1.605;26.599;0;-1.712;24.746;0;-3.4;23.746;0;-3.4;21.823;0;-1.849;20.5;0;-1.444;-1;-1;-1;-1;-1;-1;12.5;0;-0.158;12;0;-0.096;9.5;0;-0.531;11;0;-0.163;-1;-1;-1;-1;-1;-1;2.2;0;-3.2;-1;-1;-1;-1;-1;-1;0;0;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00019;40.5;0;-1.692;32.417;0;-1.795;30.64;0;-3.56;29.64;0;-3.56;28;0;-1.92;22.5;0;-1.937;-1;-1;-1;-1;-1;-1;18;0;-0.175;17.5;0;-0.198;15;0;-0.169;11.5;0;-0.266;-1;-1;-1;-1;-1;-1;5;0;-3.5;-1;-1;-1;-1;-1;-1;0;0;-3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00020;40.5;0;-1.826;31.033;0;-1.579;29.092;0;-3.56;28.092;0;-3.56;26;0;-1.468;19;0;-1.378;-1;-1;-1;-1;-1;-1;13.787;0;-0.169;13;0;-0.128;10.5;0;-0.295;8.5;0;-0.223;-1;-1;-1;-1;-1;-1;4.5;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158_042_00021;37.5;0;-1.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;17;0;-1.674;-1;-1;-1;-1;-1;-1;13;0;-0.392;12;0;-0.189;9.5;0;-1.23;10.5;0;-0.432;10.5;0;-0.432;10;0;-0.442;9.5;0;-1.23;-1;-1;-1;-1;-1;-1;0;0;-1.812;37.5;0;-1.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;19;0;-1.781;-1;-1;-1;-1;-1;-1;12.5;0;-0.23;12;0;-0.189;9.5;0;-1.23;11;0;-0.247;-1;-1;-1;-1;-1;-1;3;0;-1.812;-1;-1;-1;-1;-1;-1;0;0;-1.812
158_042_00022;36.5;0;-3.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;23;0;-1.962;-1;-1;-1;-1;-1;-1;13.5;0;-0.34;13;0;-0.203;10.5;0;-0.575;11.5;0;-0.288;-1;-1;-1;-1;-1;-1;9.2;0;-1.343;-1;-1;-1;-1;-1;-1;0;0;-1.741;36.5;0;-3.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.5;0;-2.027;-1;-1;-1;-1;-1;-1;13.5;0;-0.34;13;0;-0.203;10.5;0;-0.575;11.5;0;-0.288;-1;-1;-1;-1;-1;-1;9.2;0;-1.343;-1;-1;-1;-1;-1;-1;0;0;-1.741
158_042_00023;25.115;0;-3.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13.115;0;-1.647;12.615;0;-1.474;11.115;0;-1.278;8.115;0;-0.068;7.115;0;-0.101;4.615;0;-1.102;5.615;0;-0.197;-1;-1;-1;-1;-1;-1;4.01;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;25.115;0;-3.56;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.615;0;-1.914;-1;-1;-1;-1;-1;-1;8.115;0;-0.068;7.615;0;-0.113;5.115;0;-0.657;5.615;0;-0.197;-1;-1;-1;-1;-1;-1;4.01;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
159_042_00001;101.5;0;-4.364;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46.5;0;-3.933;-1;-1;-1;-1;-1;-1;30.5;0;-0.263;30;0;-0.138;27.5;0;-0.044;20;0;0.155;-1;-1;-1;-1;-1;-1;19.961;0;-4.8;-1;-1;-1;-1;-1;-1;0;0;-4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159_042_00004;102.5;0;-4.074;61.805;0;-3.828;59.933;0;-5.76;58.455;0;-5.76;56.863;0;-4.26;55.5;0;-3.988;-1;-1;-1;-1;-1;-1;34.5;0;-1.544;34;0;-1.495;31.5;0;-1.553;30;0;-1.565;-1;-1;-1;-1;-1;-1;24.7;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159_042_00005;60;0;-6;57;0;-6;57;0;-6;57;0;-6;53;0;-3.041;29.5;0;-2.491;-1;-1;-1;-1;-1;-1;16.5;0;-0.314;15;0;-0.315;12.5;0;-0.288;10;0;-0.494;-1;-1;-1;-1;-1;-1;8.5;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159_042_00006;55.5;0;-3.638;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;47;0;-3.557;-1;-1;-1;-1;-1;-1;23;0;-1.778;22;0;-1.735;19.5;0;-1.696;17.5;0;-1.73;-1;-1;-1;-1;-1;-1;10.06;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-3.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159_042_00007;70;0;-6;65.5;0;-6;65.5;0;-6;65.5;0;-6;64;0;-4.499;52;0;-4.066;-1;-1;-1;-1;-1;-1;28;0;-1.866;27;0;-1.839;24.5;0;-1.847;23;0;-1.905;-1;-1;-1;-1;-1;-1;18.7;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159_042_00008;62.5;0;-6;51.5;0;-4.176;49.7;0;-6;48.8;0;-6;47;0;-4.168;46.5;0;-4.035;-1;-1;-1;-1;-1;-1;30.5;0;-0.575;29.5;0;-0.495;27;0;-0.556;26.5;0;-0.609;-1;-1;-1;-1;-1;-1;20.05;0;-3.6;-1;-1;-1;-1;-1;-1;0;0;-3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162_042_00014;28.5;0;-1.658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-1.524;-1;-1;-1;-1;-1;-1;11;0;0.045;10.5;0;-0.023;8;0;-0.638;9.5;0;0.134;-1;-1;-1;-1;-1;-1;6.781;0;-1.124;-1;-1;-1;-1;-1;-1;0;0;-1.8;28.5;0;-1.658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-1.524;-1;-1;-1;-1;-1;-1;11.5;0;-0.066;11;0;0.045;8.5;0;-0.221;9.5;0;0.134;-1;-1;-1;-1;-1;-1;3.836;0;-1.539;-1;-1;-1;-1;-1;-1;0;0;-1.8
162_042_00015;37.5;0;-1.465;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.5;0;-1.43;-1;-1;-1;-1;-1;-1;27;0;-0.517;25.5;0;-0.294;23;0;-0.076;23;0;-0.076;-1;-1;-1;-1;-1;-1;22.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.8;37.5;0;-1.465;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.5;0;-1.43;-1;-1;-1;-1;-1;-1;27;0;-0.517;26.602;0;-0.42;24.102;0;-0.093;23;0;-0.076;-1;-1;-1;-1;-1;-1;22.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.8
162_042_00016;80.583;0;-1.39;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28;0;-0.7;-1;-1;-1;-1;-1;-1;24;0;-0.18;21.5;0;-0.17;19;0;-0.27;17.5;0;-0.34;-1;-1;-1;-1;-1;-1;17;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2.5;80.583;0;-1.39;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29.5;0;-0.75;-1;-1;-1;-1;-1;-1;25.5;0;-0.32;24.5;0;-0.23;22;0;-0.17;17.5;0;-0.34;-1;-1;-1;-1;-1;-1;17;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2.5
162_042_00017;55.5;0;-1.62;50.52;0;-2.16;48.69;0;-2.88;47.69;0;-2.88;46.157;0;-2.358;45.5;0;-1.92;43;0;-1.29;42;0;-1.14;39.5;0;-0.25;34.5;0;-0.24;32;0;-0.22;25.5;0;-0.29;-1;-1;-1;-1;-1;-1;25;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2;55.5;0;-1.62;51.33;0;-1.62;48.69;0;-2.88;47.69;0;-2.88;45.5;0;-1.92;45;0;-1.86;-1;-1;-1;-1;-1;-1;39.5;0;-0.25;38.5;0;-0.25;36;0;-0.25;25.5;0;-0.29;-1;-1;-1;-1;-1;-1;25;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2
162_042_00018;55.5;0;-1.62;50.195;0;-2.377;48.69;0;-2.88;47.69;0;-2.88;46.157;0;-2.358;45.5;0;-1.92;43.365;0;-1.495;42;0;-1.14;39.5;0;-0.25;35.5;0;-0.24;33;0;-0.24;25.5;0;-0.29;-1;-1;-1;-1;-1;-1;25;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2;55.5;0;-1.62;51.33;0;-1.62;48.69;0;-2.88;47.69;0;-2.88;45.5;0;-1.92;43.5;0;-1.57;-1;-1;-1;-1;-1;-1;39.5;0;-0.25;39;0;-0.25;36.5;0;-0.2;25.5;0;-0.29;-1;-1;-1;-1;-1;-1;25;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-2
162_042_00019;53;0;-1.69;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;44.597;0;-1.69;43;0;-1.31;42.5;0;-1.28;38;0;-0.01;36;0;0.05;33.5;0;-0.01;32.5;0;-0.13;32;0;-0.21;31;0;-0.26;24.5;0;-1.4;-1;-1;-1;-1;-1;-1;0;0;-2;53;0;-1.69;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;44.597;0;-1.69;-1;-1;-1;-1;-1;-1;38;0;-0.01;37;0;0.05;34.5;0;0.02;33.5;0;-0.01;-1;-1;-1;-1;-1;-1;24.5;0;-1.4;-1;-1;-1;-1;-1;-1;0;0;-2
162_042_00020;53;0;-1.68;36.34;0;-2.204;35.12;0;-3.03;34.012;0;-3.03;33.279;0;-2.541;31.586;0;-1.508;-1;-1;-1;-1;-1;-1;29.5;0;-0.19;26.5;0;-0.13;24;0;-0.31;24;0;-0.31;-1;-1;-1;-1;-1;-1;17;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-2;53;0;-1.68;38.11;0;-1.66;35.12;0;-3.03;34.012;0;-3.03;32;0;-1.69;32;0;-1.69;-1;-1;-1;-1;-1;-1;29.5;0;-0.19;28.5;0;-0.16;26;0;-0.17;25.5;0;-0.25;-1;-1;-1;-1;-1;-1;17;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-2
162_042_00021;35.83;0;-1.83;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.5;0;-1.83;26.5;0;-0.85;26;0;-0.76;25;0;-0.14;23;0;0.13;20.5;0;-0.32;22;0;0.05;21.5;0;-0.16;21;0;-0.16;13.5;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-2.1;35.83;0;-1.83;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;28.5;0;-1.83;-1;-1;-1;-1;-1;-1;25;0;-0.14;24.5;0;-0.07;22;0;0.05;21.5;0;-0.16;-1;-1;-1;-1;-1;-1;13.5;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-2.1
162_042_00022;56.5;0;-1.68;37.064;0;-2.139;35.725;0;-3.03;34.725;0;-3.03;33.557;0;-2.251;33;0;-1.88;-1;-1;-1;-1;-1;-1;27.5;0;-0.13;26;0;-0.07;23.5;0;-0.31;21;0;-0.4;-1;-1;-1;-1;-1;-1;15;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-2.5;56.5;0;-1.68;37.469;0;-1.87;35.725;0;-3.03;34.725;0;-3.03;33;0;-1.88;32;0;-1.81;-1;-1;-1;-1;-1;-1;28;0;-0.31;27.5;0;-0.13;25;0;-0.28;21;0;-0.4;-1;-1;-1;-1;-1;-1;3.562;0;-2.31;-1;-1;-1;-1;-1;-1;0;0;-2.5
162_042_00023;51.74;0;-1.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;44;0;-1.93;37.5;0;-0.77;36.5;0;-0.68;34.5;0;-0.09;34;0;-0.09;31.5;0;-0.57;33;0;-0.22;32.5;0;-0.52;31.5;0;-0.57;25.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6;51.74;0;-1.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;44;0;-1.93;37;0;-0.68;36.5;0;-0.68;34.5;0;-0.09;34;0;-0.09;31.5;0;-0.57;33.5;0;-0.11;32.5;0;-0.52;31.5;0;-0.57;25.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
162_042_00024;34.8;0;-2.23;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.155;0;-1.828;21;0;-0.46;20.5;0;-0.46;19.5;0;0.03;18.5;0;0.02;16;0;-0.25;16;0;-0.25;-1;-1;-1;-1;-1;-1;11.32;0;-2.013;-1;-1;-1;-1;-1;-1;0;0;-2.4;34.8;0;-2.23;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.5;0;-1.89;-1;-1;-1;-1;-1;-1;19.5;0;0.03;19;0;0.03;16.5;0;-0.44;18.5;0;0.02;-1;-1;-1;-1;-1;-1;11.32;0;-2.013;-1;-1;-1;-1;-1;-1;0;0;-2.4
162_042_00025;45.5;0;-1.65;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;0;-1.69;-1;-1;-1;-1;-1;-1;28.5;0;-0.04;28;0;-0.02;25.5;0;-0.422;27.5;0;-0.03;-1;-1;-1;-1;-1;-1;15.5;0;-2.796;-1;-1;-1;-1;-1;-1;0;0;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162_042_00026;78.5;0;-2.53;48.274;0;-0.83;47.568;0;-1.3;46.568;0;-1.3;45.783;0;-0.846;45.783;0;-0.846;-1;-1;-1;-1;-1;-1;43;0;-0.25;40;0;-0.26;37.5;0;-0.56;26.5;0;-0.47;-1;-1;-1;-1;-1;-1;16.5;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.24;78.5;0;-2.53;48.274;0;-0.83;47.568;0;-1.3;46.568;0;-1.3;45.783;0;-0.846;45.783;0;-0.846;-1;-1;-1;-1;-1;-1;43;0;-0.25;42.5;0;-0.24;40;0;-0.26;26.5;0;-0.47;-1;-1;-1;-1;-1;-1;16.5;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.24
162_042_00027;24.8;0;-1.988;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.5;0;-1.908;11.5;0;-1.23;11;0;-1.19;9;0;-0.21;8.5;0;-0.23;6;0;-0.58;7.5;0;-0.28;7;0;-0.58;5.5;0;-0.62;2.66;0;-1.591;-1;-1;-1;-1;-1;-1;0;0;-1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162_042_00028;28.5;0;-1.658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16;0;-1.524;-1;-1;-1;-1;-1;-1;11.5;0;-0.066;11;0;0.045;8.5;0;-0.221;9.5;0;0.134;-1;-1;-1;-1;-1;-1;3.836;0;-1.539;-1;-1;-1;-1;-1;-1;0;0;-1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00003;59.923;0;-1.878;45.105;0;-2.259;44.13;0;-3.173;40.19;0;-3.173;39.104;0;-2.26;39.104;0;-2.26;-1;-1;-1;-1;-1;-1;35.103;0;-0.101;27.102;0;0.168;24.602;0;0.147;17.101;0;0.129;-1;-1;-1;-1;-1;-1;14.323;0;-2.77;-1;-1;-1;-1;-1;-1;0;0;-3.8;59.923;0;-1.878;45.105;0;-2.259;44.13;0;-3.173;40.19;0;-3.173;39.104;0;-2.26;38.891;0;-2.102;-1;-1;-1;-1;-1;-1;35.103;0;-0.101;33.103;0;-0.089;30.603;0;-0.034;17.101;0;0.129;-1;-1;-1;-1;-1;-1;14.323;0;-2.77;-1;-1;-1;-1;-1;-1;0;0;-3.8
169_042_00005;45;0;-1.85;33.1;0;-2.34;30.61;0;-3.17;30.09;0;-3.17;27.6;0;-2.34;27;0;-2.14;25.5;0;-1.53;19.5;0;-1.4;17;0;-1.23;15;0;-1.05;12.5;0;-1.29;12.5;0;-1.29;-1;-1;-1;-1;-1;-1;11.45;0;-2.34;-1;-1;-1;-1;-1;-1;0;0;-2.52;45;0;-1.85;34;0;-2.04;30.61;0;-3.17;30.09;0;-3.17;27;0;-2.14;25;0;-1.55;-1;-1;-1;-1;-1;-1;15.5;0;-1.09;15;0;-1.05;12.5;0;-1.29;13.5;0;-1.15;-1;-1;-1;-1;-1;-1;11.27;0;-2.52;-1;-1;-1;-1;-1;-1;0;0;-2.52
169_042_00016;50;0;-3.27;31;0;-1.84;29.43;0;-2.42;27.81;0;-2.42;26;0;-1.79;25.5;0;-1.65;-1;-1;-1;-1;-1;-1;18;0;-1.39;15.5;0;-1.37;13;0;-1.29;11.5;0;-1.28;-1;-1;-1;-1;-1;-1;6.39;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82;50;0;-3.27;31;0;-1.84;29.43;0;-2.42;27.81;0;-2.42;26;0;-1.79;25;0;-1.65;-1;-1;-1;-1;-1;-1;18;0;-1.39;16.5;0;-1.41;14;0;-1.37;11.5;0;-1.28;-1;-1;-1;-1;-1;-1;6.39;0;-2.82;-1;-1;-1;-1;-1;-1;0;0;-2.82
169_042_00018;25;0;-1.41;18.198;0;-1.693;17.11;0;-2.42;17.11;0;-2.42;16;0;-1.71;15.5;0;-1.44;-1;-1;-1;-1;-1;-1;14;0;-0.47;12;0;-0.47;9.5;0;-0.6;9;0;-0.64;8;0;-1.19;6.5;0;-1.4;4.58;0;-3.32;-1;-1;-1;-1;-1;-1;0;0;-3.32;25;0;-1.41;18.5;0;-1.5;17.11;0;-2.42;17.11;0;-2.42;15.5;0;-1.44;15.5;0;-1.44;-1;-1;-1;-1;-1;-1;14;0;-0.47;13;0;-0.41;10.5;0;-0.49;10;0;-0.5;-1;-1;-1;-1;-1;-1;4.58;0;-3.32;-1;-1;-1;-1;-1;-1;0;0;-3.32
169_042_00031;54.5;0;-3.25;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33;0;-2.18;31.5;0;-1.77;20;0;-1.47;15;0;0.14;12;0;0.22;9.5;0;-0.13;9.894;0;0.13;9;0;-0.33;5.5;0;-0.5;2;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4;54.5;0;-3.25;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;24.5;0;-1.79;-1;-1;-1;-1;-1;-1;15.5;0;0.02;14.772;0;0.126;12.272;0;0.215;9.894;0;0.13;8.5;0;-0.43;5.5;0;-0.5;2;0;-4;-1;-1;-1;-1;-1;-1;0;0;-4
169_042_00034;18;0;-2.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.39;0;-2.77;-1;-1;-1;-1;-1;-1;8;0;-1.52;7;0;-1.48;4.5;0;-2.28;6;0;-1.47;5.5;0;-1.69;5;0;-1.78;4.08;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7;18;0;-2.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.39;0;-2.77;-1;-1;-1;-1;-1;-1;8;0;-1.52;7.5;0;-1.51;5;0;-1.78;6;0;-1.47;-1;-1;-1;-1;-1;-1;4.08;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7
169_042_00035;18;0;-2.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.39;0;-2.77;-1;-1;-1;-1;-1;-1;8;0;-1.52;7.5;0;-1.51;5;0;-1.78;6;0;-1.47;-1;-1;-1;-1;-1;-1;4.08;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00036;18;0;-2.77;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.39;0;-2.77;-1;-1;-1;-1;-1;-1;8;0;-1.52;7.5;0;-1.51;5;0;-1.78;6;0;-1.47;-1;-1;-1;-1;-1;-1;4.08;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169_042_00037;28;0;-1.65;17.5;0;-2.11;16.48;0;-2.62;15.58;0;-2.62;14.94;0;-2.3;14;0;-1.83;-1;-1;-1;-1;-1;-1;13;0;-1.48;12;0;-1.44;9.5;0;-1.32;8.5;0;-1.43;-1;-1;-1;-1;-1;-1;6.45;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7;28;0;-1.65;18;0;-1.89;16.48;0;-2.62;15.58;0;-2.62;14;0;-1.83;14;0;-1.83;-1;-1;-1;-1;-1;-1;11.5;0;-1.38;11;0;-1.34;8.5;0;-1.43;9.5;0;-1.32;-1;-1;-1;-1;-1;-1;6.45;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7
169_042_00040;38;0;-1.28;29.5;0;-2.08;28.66;0;-2.5;28.2;0;-2.5;27;0;-1.84;26.5;0;-1.45;25;0;-0.99;23.5;0;-0.4;13.5;0;-0.44;9;0;-0.11;6.5;0;-0.19;6;0;-0.19;-1;-1;-1;-1;-1;-1;1.44;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;38;0;-1.28;30;0;-1.83;28.66;0;-2.5;28.2;0;-2.5;27;0;-1.84;26.5;0;-1.45;25.5;0;-0.99;25;0;-0.99;23.5;0;-0.4;23;0;-0.41;20.5;0;-0.48;6;0;-0.19;-1;-1;-1;-1;-1;-1;1.44;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
169_042_00041;50;0;-2.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;31.88;0;-2.5;28.5;0;-1.31;21;0;-0.97;16.5;0;-0.06;15.5;0;0.09;13;0;-0.22;13.407;0;0;-1;-1;-1;-1;-1;-1;9.02;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2;50;0;-2.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30;0;-1.56;-1;-1;-1;-1;-1;-1;16.5;0;-0.06;16.5;0;-0.06;14;0;0.07;13.407;0;0;-1;-1;-1;-1;-1;-1;9.02;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
